plot_type,n_variants,n_samples,n_values,dpi,average,cycle_0,cycle_1,cycle_2,cycle_3,cycle_4,cycle_5,cycle_6,cycle_7,cycle_8,cycle_9
imshow,500,1000,500000,100,0.057807302474975585,0.04681825637817383,0.06222820281982422,0.0624852180480957,0.06284213066101074,0.0625615119934082,0.04681825637817383,0.062453508377075195,0.04683637619018555,0.06259512901306152,0.06243443489074707
pcolorfast,500,1000,500000,150,0.07344090938568115,0.06290936470031738,0.062404632568359375,0.06259560585021973,0.17186594009399414,0.06254100799560547,0.06211423873901367,0.06246471405029297,0.07812118530273438,0.04687690734863281,0.0625154972076416
pcolormesh,500,1000,500000,150,0.4265909194946289,0.42203855514526367,0.4376044273376465,0.40631866455078125,0.4217965602874756,0.43758606910705566,0.43747425079345703,0.42153334617614746,0.422243595123291,0.4218027591705322,0.43751096725463867
matshow,500,1000,500000,150,0.06406452655792236,0.06244349479675293,0.06226038932800293,0.06286144256591797,0.04687142372131348,0.07775092124938965,0.04724621772766113,0.06255841255187988,0.062113285064697266,0.0780782699584961,0.0784614086151123
imshow,500,1000,500000,150,0.06093301773071289,0.06250596046447754,0.062494754791259766,0.0625,0.046839237213134766,0.07781171798706055,0.04726099967956543,0.062140464782714844,0.047239065170288086,0.06211686134338379,0.07842111587524414
pcolorfast,500,1000,500000,200,0.0625394344329834,0.06288552284240723,0.06244659423828125,0.06248736381530762,0.0778353214263916,0.0628509521484375,0.04688096046447754,0.06210184097290039,0.06289553642272949,0.06252455711364746,0.062485694885253906
pcolormesh,500,1000,500000,200,0.4360430002212524,0.40622520446777344,0.43732333183288574,0.5313694477081299,0.4373915195465088,0.4220256805419922,0.40627121925354004,0.4530677795410156,0.4074680805206299,0.4374220371246338,0.42186570167541504
matshow,500,1000,500000,200,0.06250426769256592,0.07783126831054688,0.06291747093200684,0.062451839447021484,0.06213998794555664,0.06250667572021484,0.06249666213989258,0.06285429000854492,0.06250858306884766,0.046820878982543945,0.0625150203704834
imshow,500,1000,500000,200,0.05781965255737305,0.0624849796295166,0.06255531311035156,0.04686856269836426,0.06213784217834473,0.04719090461730957,0.07778525352478027,0.04718756675720215,0.06256532669067383,0.04689478874206543,0.06252598762512207
pcolorfast,500,10000,5000000,50,0.06097323894500732,0.06286191940307617,0.0625309944152832,0.046838998794555664,0.07776927947998047,0.06246232986450195,0.06283330917358398,0.04693484306335449,0.06257152557373047,0.07809233665466309,0.04683685302734375
